"SUBJECT"	"SUBJECT_EFFDT"	"SUBJECT_EFF_STATUS"	"SUBJECT_DESCR"	"SUBJECT_DESCRSHORT"	"DEPTID"	"DEPT_DESCRSHORT"	"DEPT_DESCRFORMAL"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"
"PGMED"	29-APR-02	"I"	"Post Graduate Medicine"	"PostGrMed"	"258000"	"Pg Medicin"	"Pg Medicine & Hlth Prof Edu De"	"51.1201"	"Medicine (MD)"	"Medicine (MD)"	"60.00"	"MEDICINE"	"MEDICINE"
"PGMGMT"	01-JAN-01	"A"	"Post Graduate Management"	"P G Mgmt"	"517500"	"Registrar"	"Registrar's Office"	"52.9999"	"Business, Management, Marketin"	"Business, Management, Marketing, and Related Support Services, Other"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
"PHARMACY"	01-JAN-01	"A"	"Pharmacy"	"Pharmacy"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2001"	"Pharmacy (PharmD [USA] PharmD,"	"Pharmacy (PharmD [USA] PharmD, BS/BPharm [Canada])"	"63.00"	"PHARMACY"	"PHARMACY"
"PHARMADM"	05-JAN-03	"I"	"Pharmacy Administration"	"Pharm Adm"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2001"	"Pharmacy (PharmD [USA] PharmD,"	"Pharmacy (PharmD [USA] PharmD, BS/BPharm [Canada])"	"63.00"	"PHARMACY"	"PHARMACY"
"PHARMCEU"	05-JAN-03	"I"	"Pharmaceutics"	"Pharmaceu"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2004"	"Medicinal and Pharmaceutical C"	"Medicinal and Pharmaceutical Chemistry"	"63.00"	"PHARMACY"	"PHARMACY"
"PHARMCHM"	01-JAN-01	"A"	"Pharmaceutical Chemistry"	"Pharm Ch"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2004"	"Medicinal and Pharmaceutical C"	"Medicinal and Pharmaceutical Chemistry"	"63.00"	"PHARMACY"	"PHARMACY"
"PHARMCOG"	01-JAN-01	"A"	"Pharmacognosy"	"Pharmacog"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2001"	"Pharmacy (PharmD [USA] PharmD,"	"Pharmacy (PharmD [USA] PharmD, BS/BPharm [Canada])"	"63.00"	"PHARMACY"	"PHARMACY"
"PHARMSCI"	01-JAN-01	"A"	"Pharmaceutical Sciences"	"Pharmsci"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2010"	"Pharmaceutical Sciences."	"Pharmaceutical Sciences."	"63.00"	"PHARMACY"	"PHARMACY"
"PHIL"	01-JAN-01	"A"	"Philosophy"	"Philosophy"	"184000"	"Philosophy"	"Philosophy Department"	"38.0101"	"Philosophy"	"Philosophy"	"15.00"	"LETTERS UNCLASSIFIED"	"LETTERS UNCLASSIFIED"
"PHPOLAD"	01-JAN-01	"A"	"Public Health Policy & Admin"	"Ph Pol&Ad"	"455000"	"PUB HL"	"School Of Public Health"	"51.2201"	"Public Health, General (MPH, D"	"Public Health, General (MPH, DPH)"	"62.00"	"PUBLIC HEALTH"	"PUBLIC HEALTH"
"PHRMACOL"	01-JAN-01	"A"	"Pharmacology"	"Pharm"	"253000"	"Pharmacolo"	"Pharmacology Department"	"26.1001"	"Pharmacology"	"Pharmacology"	"60.00"	"MEDICINE"	"MEDICINE"
"PHYSACOU"	01-JAN-01	"A"	"Physiological Acoustics"	"Phys Acou"	"230000"	"Medical Sc"	"Medical School"	"51.1401"	"Medical Scientist (MS, PhD)"	"Medical Scientist (MS, PhD)"	"60.00"	"MEDICINE"	"MEDICINE"
"PHYSED"	01-JAN-01	"A"	"Physical Education"	"PE"	"450000"	"KINES"	"School Of Kinesiology"	"13.1314"	"Physical Education Teaching an"	"Physical Education Teaching and Coaching"	"08.00"	"EDUCATION UNCLASSIFIED"	"EDUCATION UNCLASSIFIED"
"PHYSEDUC"	02-MAY-00	"I"	"Physical Education"	"Phys Ed"	"450000"	"KINES"	"School Of Kinesiology"	"13.1314"	"Physical Education Teaching an"	"Physical Education Teaching and Coaching"	"08.35"	"PHYSICAL ED METHODOLOGY"	"PHYSICAL ED METHODOLOGY"
"PHYSICS"	01-JAN-01	"A"	"Physics"	"Phys"	"184500"	"Physics De"	"Physics Department"	"40.0801"	"Physics, General"	"Physics, General"	"19.00"	"PHYSICAL SCI UNCLASSIFD"	"PHYSICAL SCI UNCLASSIFD"
"PHYSIOL"	01-JAN-01	"A"	"Physiology"	"Physiology"	"257000"	"Physiology"	"Physiology Department"	"26.0901"	"Physiology, General"	"Physiology, General"	"60.00"	"MEDICINE"	"MEDICINE"
"PHYSMED"	02-MAY-00	"I"	"Physical Medicine"	"Phys Med"	"230000"	"Medical Sc"	"Medical School"	"26.09"	"Physiology, Pathology, and Rel"	"Physiology, Pathology, and Related Sciences"	"60.00"	"MEDICINE"	"MEDICINE"
"PIANO"	01-JAN-01	"A"	"Piano"	"Piano"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0907"	"Piano and Organ"	"Piano and Organ"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"PIANOLP"	01-JAN-01	"A"	"Piano Literature and Pedagogy"	"PnoLitPed"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0902"	"Music History, Literature, and"	"Music History, Literature, and Theory"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"PIBS"	01-JAN-01	"A"	"Biomedical Sciences"	"Biomed Sci"	"231000-SR"	"BiomedSci"	"Program in Biomedical Sciences"	"26.9999"	"Biological and Biomedical Scie"	"Biological and Biomedical Sciences, Other"	"04"	"BIOLOGICAL SCIENCES"	"BIOLOGICAL SCIENCES"
"PMR"	01-JAN-01	"A"	"Physical Medicine & Rehab"	"PM&R"	"254000"	"Physical M"	"Physical Medicine & Rehab Dept"	"60.0252"	"Physical and Rehabilitation Me"	"Physical and Rehabilitation Medicine"	"60.00"	"MEDICINE"	"MEDICINE"
"PNE"	01-JAN-01	"A"	"Professional Nursing Education"	"Pr NursEd"	"440000"	"NURS"	"School Of Nursing"	"51.1699"	"Nursing, Other."	"Nursing, Other."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"
"POLISH"	01-JAN-01	"A"	"Polish"	"Polish"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0407"	"Polish Language and Literature"	"Polish Language and Literature"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"POLPLAN"	01-JAN-01	"A"	"Policy And Planning"	"Pol&Plan"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"POLSCI"	01-JAN-01	"A"	"Political Science"	"Pol Sci"	"185000"	"Political"	"Political Science Department"	"45.1001"	"Political Science and Governme"	"Political Science and Government, General"	"22.00"	"SOCIAL SCI UNCLASSIFIED"	"SOCIAL SCI UNCLASSIFIED"
"POPINTH"	01-JAN-01	"A"	"Popul Planning & Internat Heal"	"Pop&Int H"	"455000"	"PUB HL"	"School Of Public Health"	"51.9999"	"Health Professions and Related"	"Health Professions and Related Clinical Sciences, Other"	"62.00"	"PUBLIC HEALTH"	"PUBLIC HEALTH"
"POPSTD"	01-JAN-01	"A"	"Population Studies Center"	"Popstd"	"170000"	"L S & A"	"College of Literature, Science, and the Arts"	"45.1001"	"Political Science and Governme"	"Political Science and Government, General"	"22.00"	"SOCIAL SCI UNCLASSIFIED"	"SOCIAL SCI UNCLASSIFIED"
"PORTUG"	01-JAN-01	"A"	"Portuguese"	"Portugues"	"186500"	"Romance La"	"Romance Languages Department"	"16.0904"	"Portuguese Language and Litera"	"Portuguese Language and Literature"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"PPE"	01-JAN-01	"A"	"Philos, Politics & Economics"	"PPE"	"184000"	"Philosophy"	"Philosophy Department"	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"
"PRECALTC"	01-JAN-01	"A"	"Pre-Calculus Mathematics-Tc"	"PreCalcTC"	"000000"	"All Orgs ("	"All Orgs (Org Security Only)"	"27.0101"	"Mathematics, General"	"Mathematics, General"	"17.00"	"MATHEMATICS UNCLASSIFIED"	"MATHEMATICS UNCLASSIFIED"
"PROSTHOD"	01-JAN-01	"A"	"Prosthodontics"	"Prsthdntc"	"390000"	"DENT"	"School Of Dentistry"	"51.0511"	"Prosthodontics/Prosthodontolog"	"Prosthodontics/Prosthodontology (Cert, MS, PhD)"	"61.00"	"DENTISTRY"	"DENTISTRY"
"PSYCH"	01-JAN-01	"A"	"Psychology"	"Psych"	"185500"	"Psychology"	"Psychology Department"	"42.0101"	"Psychology, General"	"Psychology, General"	"20.00"	"PSYCHOLOGY UNCLASSIFIED"	"PSYCHOLOGY UNCLASSIFIED"
"PSYCHIAT"	01-JAN-01	"A"	"Psychiatry"	"Psych"	"260000"	"Psychiatry"	"Psychiatry Department"	"60.0255"	"Psychiatry"	"Psychiatry"	"60.00"	"MEDICINE"	"MEDICINE"
"PUBHLTH"	01-JAN-01	"A"	"Public Health"	"P H"	"455000"	"PUB HL"	"School Of Public Health"	"51.2201"	"Public Health, General (MPH, D"	"Public Health, General (MPH, DPH)"	"62.00"	"PUBLIC HEALTH"	"PUBLIC HEALTH"
"PUBPOL"	01-JAN-01	"A"	"Public Policy"	"Pub Pol"	"464000"	"SPP"	"School Of Public Policy"	"44.0501"	"Public Policy Analysis"	"Public Policy Analysis"	"22.00"	"SOCIAL SCI UNCLASSIFIED"	"SOCIAL SCI UNCLASSIFIED"
"RACKHAM"	01-JAN-01	"A"	"Rackham Graduate School"	"Rack Gr"	"490000"	"RACK"	"Graduate School"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"
"RADIOL"	01-JAN-01	"A"	"Radiology"	"Radiology"	"230000"	"Medical Sc"	"Medical School"	"60.0215"	"Diagnostic Radiology"	"Diagnostic Radiology"	"12.99"	"OTHER, HEALTH PROFESSIONS"	"OTHER, HEALTH PROFESSIONS"
"RADONCO"	01-JAN-01	"A"	"Radiation Oncology"	"Rad Oncol"	"301500"	"Radiation"	"Radiation Oncology"	"60.0258"	"Radiation Oncology"	"Radiation Oncology"	"60.00"	"MEDICINE"	"MEDICINE"
"RAV"	01-JAN-01	"A"	"Robotics & Auton Vehicle Engin"	"RAV"	"210503"	"Int Sys&De"	"Integrative Systems and Design"	"11.0102"	"Artificial Intelligence and Ro"	"Artificial Intelligence and Robotics"	"09.99"	"ENGINEERING OTHER"	"ENGINEERING OTHER"
"RCARTS"	01-JAN-01	"A"	"Fine Arts"	"RC Arts"	"186000"	"RESCO"	"College of L S & A Residential College"	"50.0799"	"Fine Arts and Art Studies, Oth"	"Fine Arts and Art Studies, Other"	"10.99"	"OTHER, FINE AND APPLIED ARTS"	"OTHER, FINE AND APPLIED ARTS"
"RCASL"	01-JAN-01	"A"	"American Sign Language"	"Am Sign L"	"186000"	"RESCO"	"College of L S & A Residential College"	"16.1601"	"American Sign Language (ASL)"	"American Sign Language (ASL)"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"
"RCCORE"	01-JAN-01	"A"	"Core Courses"	"RC Core"	"186000"	"RESCO"	"College of L S & A Residential College"	"24.0199"	"Liberal Arts and Sciences, Gen"	"Liberal Arts and Sciences, General Studies and Humanities, Other"	"49.00"	"INTERDISC UNCLASSIFIED"	"INTERDISC UNCLASSIFIED"
"RCHUMS"	01-JAN-01	"A"	"Humanities"	"RC Hums"	"186000"	"RESCO"	"College of L S & A Residential College"	"24.0103"	"Humanities/Humanistic Studies"	"Humanities/Humanistic Studies"	"49.03"	"HUMANITIES & SOCIAL SCI"	"HUMANITIES & SOCIAL SCI"
"RCIDIV"	01-JAN-01	"A"	"Interdivisional"	"RC I Div"	"186000"	"RESCO"	"College of L S & A Residential College"	"24.0102"	"General Studies"	"General Studies"	"49.00"	"INTERDISC UNCLASSIFIED"	"INTERDISC UNCLASSIFIED"
"RCISCI"	01-JAN-01	"A"	"Interdivisional Sciences"	"RC I Sci"	"186000"	"RESCO"	"College of L S & A Residential College"	"24.0102"	"General Studies"	"General Studies"	"49.02"	"BIOLOGICAL & PHYSICAL SC"	"BIOLOGICAL & PHYSICAL SC"
"RCLANG"	01-JAN-01	"A"	"Languages"	"RC Lang"	"186000"	"RESCO"	"College of L S & A Residential College"	"16.9999"	"Foreign Languages, Literatures"	"Foreign Languages, Literatures, and Linguistics, Other"	"11.01"	"FOREIGN LANGUAGES- GEN"	"FOREIGN LANGUAGES- GEN"
"RCMATH"	01-JAN-01	"A"	"Mathematics"	"RC Math"	"186000"	"RESCO"	"College of L S & A Residential College"	"27.0101"	"Mathematics, General"	"Mathematics, General"	"17.00"	"MATHEMATICS UNCLASSIFIED"	"MATHEMATICS UNCLASSIFIED"
"RCNSCI"	01-JAN-01	"A"	"Natural Sciences"	"RC N Sci"	"186000"	"RESCO"	"College of L S & A Residential College"	"30.1801"	"Natural Sciences"	"Natural Sciences"	"49.02"	"BIOLOGICAL & PHYSICAL SC"	"BIOLOGICAL & PHYSICAL SC"
"RCSSCI"	01-JAN-01	"A"	"Social Sciences"	"RC S Sci"	"186000"	"RESCO"	"College of L S & A Residential College"	"45.0101"	"Social Sciences, General"	"Social Sciences, General"	"49.03"	"HUMANITIES & SOCIAL SCI"	"HUMANITIES & SOCIAL SCI"
"RE"	01-MAY-01	"I"	"Real Estate"	"Real Est"	"380000"	"BUS AD"	"School of Business Administration"	"52.1501"	"Real Estate"	"Real Estate"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
"RECORDER"	01-JAN-01	"A"	"Recorder"	"Recorder"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"REEES"	01-JAN-01	"A"	"Russian, E Europe & Euras Stu"	"REEES"	"194000"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"05.0110"	"Russian Studies"	"Russian Studies"	"03.00"	"AREA STUDIES UNCLASSIFID"	"AREA STUDIES UNCLASSIFID"
"REES"	01-JAN-01	"A"	"Russian & E European Stu"	"Rus E Eur"	"194000"	"CREEES"	"Center for Russian, E. European & Eurasian Studies"	"05.0110"	"Russian Studies"	"Russian Studies"	"03.00"	"AREA STUDIES UNCLASSIFID"	"AREA STUDIES UNCLASSIFID"
"RELIGION"	01-JAN-01	"A"	"Religion"	"Religion"	"194700"	"Relig"	"Studies In Religion"	"38.0201"	"Religion/Religious Studies"	"Religion/Religious Studies"	"15.00"	"LETTERS UNCLASSIFIED"	"LETTERS UNCLASSIFIED"
"RES"	29-APR-08	"I"	"Research"	"Research"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"RESTORA"	01-JAN-01	"A"	"Restorative"	"Restora"	"390000"	"DENT"	"School Of Dentistry"	"51.0599"	"Advanced/Graduate Dentistry an"	"Advanced/Graduate Dentistry and Oral Sciences, Other"	"61.00"	"DENTISTRY"	"DENTISTRY"
"ROB"	01-JAN-01	"A"	"Robotics"	"Robotics"	"210308"	"CoE Roboti"	"CoE Robotics Institute"	"14.4201"	"Mechatronics, Robotics, and Au"	"Mechatronics, Robotics, and Automation Engineering."	"09.99"	"ENGINEERING OTHER"	"ENGINEERING OTHER"
"ROMANIAN"	01-JAN-01	"A"	"Romanian"	"Romanian"	"186500"	"Romance La"	"Romance Languages Department"	"16.0999"	"Romance Languages, Literatures"	"Romance Languages, Literatures, and Linguistics, Other"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"ROMLANG"	07-SEP-04	"A"	"Romance Languages&Literatures"	"Rom Lang"	"186500"	"Romance La"	"Romance Languages Department"	"16.0999"	"Romance Languages, Literatures"	"Romance Languages, Literatures, and Linguistics, Other"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"ROMLING"	01-JAN-01	"A"	"Romance Linguistics"	"Rom Ling"	"186500"	"Romance La"	"Romance Languages Department"	"16.0900"	"Romance Languages, Literatures"	"Romance Languages, Literatures, and Linguistics, General"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"RUSSIAN"	01-JAN-01	"A"	"Russian"	"Russian"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0402"	"Russian Language and Literatur"	"Russian Language and Literature"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"SAC"	01-JAN-01	"A"	"Screen Arts & Cultures"	"Sc A & Cul"	"191600"	"ScArts&Cul"	"Screen Arts and Cultures"	"50.0601"	"Film/Cinema Studies"	"Film/Cinema Studies"	"15.00"	"LETTERS UNCLASSIFIED"	"LETTERS UNCLASSIFIED"
"SACKBUT"	01-JAN-01	"A"	"Sackbut"	"Sackbut"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.04"	"MUSIC-PERFORM-COMP-THEOR"	"MUSIC-PERFORM-COMP-THEOR"
"SAS"	01-JAN-01	"A"	"South Asian Studies"	"SAS"	"194400"	"S Asian St"	"South Asian Studies"	"05.0112"	"South Asian Studies"	"South Asian Studies"	"03.03"	"SOUTH ASIAN STUDIES"	"SOUTH ASIAN STUDIES"
"SAX"	01-JAN-01	"A"	"Saxophone"	"Saxophone"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"SCAND"	01-JAN-01	"A"	"Scandinavian"	"Scand"	"178000"	"Germanic L"	"Germanic Languages & Lit Dept"	"05.0111"	"Scandinavian Studies"	"Scandinavian Studies"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"SEAS"	01-JAN-01	"A"	"Southeast Asian Studies"	"SEAS"	"194500"	"SE Asian S"	"South East Asian Studies"	"05.0113"	"Southeast Asian Studies"	"Southeast Asian Studies"	"03.04"	"SOUTHEAST ASIAN STUDIES"	"SOUTHEAST ASIAN STUDIES"
"SEND"	01-JAN-01	"A"	"Systems Engineering and Design"	"SEND"	"210503"	"Int Sys&De"	"Integrative Systems and Design"	"14.2701"	"Systems Engineering"	"Systems Engineering"	"09.99"	"ENGINEERING OTHER"	"ENGINEERING OTHER"
"SERBOCRO"	20-AUG-04	"I"	"Serbo-Croatian"	"Serbo-Cro"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0408"	"Serbian, Croatian, and Serbo-C"	"Serbian, Croatian, and Serbo-Croatian Languages and Literatures"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"SHAWM"	01-JAN-01	"A"	"Shawm"	"Shawm"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.04"	"MUSIC-PERFORM-COMP-THEOR"	"MUSIC-PERFORM-COMP-THEOR"
"SI"	01-JAN-01	"A"	"Information"	"SI"	"415000"	"INFOR"	"School of Information"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"
"SLAVIC"	01-JAN-01	"A"	"Slavic"	"Slav"	"187000"	"Slavic Lan"	"Slavic Languages & Lit Dept"	"16.0400"	"Slavic Languages, Literatures,"	"Slavic Languages, Literatures, and Linguistics, General"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"SM"	01-JAN-01	"A"	"Sport Management"	"Sport Mgt"	"450000"	"KINES"	"School Of Kinesiology"	"31.0504"	"Sport and Fitness Administrati"	"Sport and Fitness Administration/Management"	"08.99"	"OTHER, EDUCATION"	"OTHER, EDUCATION"
"SMS"	01-JAN-01	"A"	"Statistics & Managemnt Science"	"Stat&Mgt"	"380000"	"BUS AD"	"School of Business Administration"	"52.1302"	"Business Statistics"	"Business Statistics"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
"SOC"	01-JAN-01	"A"	"Sociology"	"Soc"	"187500"	"Sociology"	"Sociology Department"	"45.1101"	"Sociology"	"Sociology"	"22.00"	"SOCIAL SCI UNCLASSIFIED"	"SOCIAL SCI UNCLASSIFIED"
"SOCADMIN"	01-JAN-01	"A"	"Social & Administrative Sci"	"Socadmin"	"445000"	"PHARM"	"College Of Pharmacy"	"51.2001"	"Pharmacy (PharmD [USA] PharmD,"	"Pharmacy (PharmD [USA] PharmD, BS/BPharm [Canada])"	"63.00"	"PHARMACY"	"PHARMACY"
"SOCWELF"	01-JAN-01	"A"	"Social Welfare"	"SOCWELF"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.04"	"SOCIAL WORK & HELPNG SER"	"SOCIAL WORK & HELPNG SER"
"SOCWK"	29-APR-08	"I"	"Social Work"	"Soc Work"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"SPANISH"	01-JAN-01	"A"	"Spanish"	"Span"	"186500"	"Romance La"	"Romance Languages Department"	"16.0905"	"Spanish Language and Literatur"	"Spanish Language and Literature"	"11.00"	"FOREIGN LANG UNCLASSIFD"	"FOREIGN LANG UNCLASSIFD"
"SPEC"	29-APR-08	"I"	"Special Program"	"Spec Prog"	"465000"	"SOC WK"	"School Of Social Work"	"44.0799"	"Social Work, Other"	"Social Work, Other"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"SPEECH"	01-JAN-01	"A"	"Speech"	"Speech"	"170000"	"L S & A"	"College of Literature, Science, and the Arts"	"23.1304"	"Rhetoric and Composition."	"Rhetoric and Composition."	"15.06"	"SPEECH-DEBATE-FORENSIC"	"SPEECH-DEBATE-FORENSIC"
"SPTMGMTC"	01-JAN-01	"A"	"Sport Management & Commun"	"SMC"	"450000"	"KINES"	"School Of Kinesiology"	"31.0504"	"Sport and Fitness Administrati"	"Sport and Fitness Administration/Management"	"08.00"	"EDUCATION UNCLASSIFIED"	"EDUCATION UNCLASSIFIED"
"SSEA"	01-JAN-01	"A"	"South and Southeast Asia"	"S&SE Asia"	"176000"	"Asian Lang"	"Asian Languages And Cultures"	"05.0113"	"Southeast Asian Studies"	"Southeast Asian Studies"	"15.00"	"LETTERS UNCLASSIFIED"	"LETTERS UNCLASSIFIED"
"STATS"	01-JAN-01	"A"	"Statistics"	"Stat"	"188500"	"Statistics"	"Statistics Department"	"27.0501"	"Statistics, General"	"Statistics, General"	"17.00"	"MATHEMATICS UNCLASSIFIED"	"MATHEMATICS UNCLASSIFIED"
"STDABRD"	01-JAN-01	"A"	"Study Abroad"	"StdAbroad"	"171500"	"StdyAbroad"	"Office of International Programs"	"24.0199"	"Liberal Arts and Sciences, Gen"	"Liberal Arts and Sciences, General Studies and Humanities, Other"	"03.99"	"OTHER, AREA STUDIES"	"OTHER, AREA STUDIES"
"STDEXCH"	01-JAN-01	"A"	"Study Exchange"	"StdExchang"	"420000"	"Music"	"School of Music, Theatre and Dance"	"24.0199"	"Liberal Arts and Sciences, Gen"	"Liberal Arts and Sciences, General Studies and Humanities, Other"	"03.99"	"OTHER, AREA STUDIES"	"OTHER, AREA STUDIES"
"STRATEGY"	01-JAN-01	"A"	"Strategy"	"Strategy"	"380000"	"BUS AD"	"School of Business Administration"	"52.0201"	"Business Administration and Ma"	"Business Administration and Management, General"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
"STRINGS"	01-JAN-01	"A"	"Strings"	"Strings"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0911"	"Violin, Viola, Guitar and Othe"	"Violin, Viola, Guitar and Other Stringed Instruments"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"STRNGLIT"	01-JAN-01	"A"	"String Literature"	"StringLit"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0902"	"Music History, Literature, and"	"Music History, Literature, and Theory"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"SURGERY"	01-JAN-01	"A"	"Surgery"	"Surgery"	"302000"	"Surgery De"	"Surgery Department"	"60.0221"	"General Surgery"	"General Surgery"	"60.00"	"MEDICINE"	"MEDICINE"
"SURVMETH"	08-MAR-02	"A"	"Survey Methodology"	"Surv Meth"	"585154"	"SRC-PSM Gr"	"SRC-PSM Graduate Program"	"27.0501"	"Statistics, General"	"Statistics, General"	"22.01"	"SOCIAL SCIENCES- GENERAL"	"SOCIAL SCIENCES- GENERAL"
"SW"	01-JAN-01	"A"	"Social Work"	"SW"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.00"	"PUBLIC AFFAIRS UNCLASSFD"	"PUBLIC AFFAIRS UNCLASSFD"
"SWC"	01-JUL-02	"A"	"Sweetland Writing Center"	"SWC"	"175600"	"S C F W"	"Sweetland Center for Writing"	"23.9999"	"English Language and Literatur"	"English Language and Literature/Letters, Other"	"15.99"	"OTHER, LETTERS"	"OTHER, LETTERS"
"SWPS"	29-APR-08	"I"	"Social Welfare Policies & Serv"	"SWPS"	"465000"	"SOC WK"	"School Of Social Work"	"44.0701"	"Social Work"	"Social Work"	"21.04"	"SOCIAL WORK & HELPNG SER"	"SOCIAL WORK & HELPNG SER"
"TCHNCLCM"	01-JAN-01	"A"	"Technical Communication"	"Tchncl Cm"	"220000"	"Tech Comm"	"Technical Communication"	"14.9999"	"Engineering, Other"	"Engineering, Other"	"15.99"	"OTHER, LETTERS"	"OTHER, LETTERS"
"THEORY"	01-JAN-01	"A"	"Theory"	"Theory"	"420000"	"Music"	"School of Music, Theatre and Dance"	"50.0904"	"Music Theory and Composition"	"Music Theory and Composition"	"10.00"	"FINE ARTS UNCLASSIFIED"	"FINE ARTS UNCLASSIFIED"
"THTRELSA"	01-JAN-01	"A"	"Theatre and Drama"	"Theatre"	"170000"	"L S & A"	"College of Literature, Science, and the Arts"	"50.0501"	"Drama and Dramatics/Theatre Ar"	"Drama and Dramatics/Theatre Arts, General"	"10.07"	"DRAMATIC ARTS"	"DRAMATIC ARTS"
"THTREMUS"	01-JAN-01	"A"	"Theatre & Drama"	"Theatre"	"433000"	"Theatre An"	"Theatre And Drama"	"50.0501"	"Drama and Dramatics/Theatre Ar"	"Drama and Dramatics/Theatre Arts, General"	"10.07"	"DRAMATIC ARTS"	"DRAMATIC ARTS"
"TO"	01-JAN-01	"A"	"Technology & Operations"	"Tech & Op"	"380000"	"BUS AD"	"School of Business Administration"	"11.0103"	"Information Technology"	"Information Technology"	"05.00"	"BUSINESS-UNCLASSIFIED"	"BUSINESS-UNCLASSIFIED"
